word,rank,frequency,source,level,tags,translation,bnc,frq
annexation,12110,0.00006579,ecdict_education,gre,gre,"n. 合并, 附加, 附加物\n[法] 兼并, 侵吞, 附加物",22624,15200
incubator,12111,0.00006577,ecdict_education,gre,gre,"n. 孵卵器, 细菌培养器, 早产儿保育器\n[化] 恒温箱; 孵化箱",22568,15204
avenge,12112,0.00006575,ecdict_education,gre,gre,"vt. 为...报复, 报仇",19144,15208
accolade,12113,0.00006570,ecdict_education,gre,gre,"n. 荣誉, 赞美, 骑士爵位的授予礼, 连谱号",14556,15220
recast,12114,0.00006568,ecdict_education,gre,gre,"vt. 重铸, 重作, 改造\nn. 重铸, 改换角色",19476,15225
corny,12115,0.00006566,ecdict_education,gre,gre,"a. 谷类的, 乡巴佬似的, 粗野的\n[建] 角制的, 角(质)的",22732,15231
edict,12116,0.00006563,ecdict_education,gre,gre,"n. 布告, 法令\n[经] 布告, 法令",18967,15238
spurn,12117,0.00006562,ecdict_education,gre,gre,"n. 踢开, 拒斥\nvt. 踢开, 冷落, 践踏, 唾弃\nvi. 藐视, 摒弃",14098,15240
confidant,12118,0.00006561,ecdict_education,gre,gre,"n. 心腹朋友, 知己",19256,15242
exponentially,12119,0.00006560,ecdict_education,gre,gre,adv. 以指数方式,26276,15244
crux,12120,0.00006559,ecdict_education,gre,gre,"n. 十字架形, 关键, 难题\n[医] 十字, 十字形",14113,15246
enliven,12121,0.00006555,ecdict_education,gre,gre,"vt. 使活泼, 使生动",14217,15255
sadistic,12122,0.00006554,ecdict_education,gre,gre,"a. 虐待狂的, 残酷成性的",18529,15258
acquittal,12123,0.00006547,ecdict_education,gre,gre,"n. 履行, 无罪开释\n[经] (债务的)清偿",23156,15274
pander,12124,0.00006537,ecdict_education,gre,gre,"vi. 勾引, 怂恿, 卑劣地迎合\nn. 拉皮条者, 怂恿者, 助恶者",18848,15297
mottled,12125,0.00006531,ecdict_education,gre,gre,"a. 杂色的, 斑驳的\n[医] 斑色的, 斑状的",20171,15312
ethereal,12126,0.00006530,ecdict_education,gre,gre,"a. 轻的, 飘渺的, 天上的\n[医] 醚制的, 挥发性的",20351,15313
tongs,12127,0.00006527,ecdict_education,gre,gre,"n. 钳子, 夹具\n[医] 钳",,15320
panoramic,12128,0.00006527,ecdict_education,gre,gre,a. 全景的,15615,15322
queasy,12129,0.00006523,ecdict_education,gre,gre,"a. 呕吐的, 使人呕吐的\n[经] 不稳定的",23627,15330
isotope,12130,0.00006520,ecdict_education,gre,gre,n. 同位素\n[化] 同位素,13321,15337
fissure,12131,0.00006520,ecdict_education,gre,gre,"n. 裂缝, 裂沟\nv. (使)裂开, (使)分裂",15113,15338
condescending,12132,0.00006518,ecdict_education,gre,gre,"a. 谦逊的, 故意屈尊的, 有优越感的",19352,15341
abet,12133,0.00006517,ecdict_education,gre,gre,"vt. 教唆, 煽动, 怂恿, 帮助, 支持",14447,15345
grisly,12134,0.00006513,ecdict_education,gre,gre,"a. 可怕的, 厉害的, 令人畏惧的",20312,15353
swine,12135,0.00006511,ecdict_education,gre,gre,"n. 猪, 卑鄙的家伙",12337,15358
phantom,12136,0.00006510,ecdict_education,gre,gre,"n. 幻影, 虚位, 幽灵, 化身, 令人恐惧的事物, 骇人的想法\na. 幻觉的, 幻影的, 幽灵的, 虚无飘渺的, 捉摸不定的, 有名无实的",14813,15362
malaise,12137,0.00006501,ecdict_education,gre,gre,"n. 不舒服\n[医] 不适, 欠爽",14854,15382
gnarled,12138,0.00006501,ecdict_education,gre,gre,"a. 多节的, 扭曲的, 多瘤的, 粗糙的, 乖僻的, 乖戾的",21937,15383
volley,12139,0.00006498,ecdict_education,gre,gre,"n. 群射, 齐发, 迸发\nvt. 群射, 齐发, 截击\nvi. 进行群射, 齐鸣",12573,15389
acorn,12140,0.00006495,ecdict_education,gre,gre,"n. 橡树果实\n[机] 浆栎, 浆栎果",12485,15397
upstart,12141,0.00006494,ecdict_education,gre,gre,"n. 新贵, 暴发户, 自命不凡者\na. 暴富的",20694,15398
onerous,12142,0.00006494,ecdict_education,gre,gre,"a. 繁重的, 负有法律责任的\n[法] 负有义务的, 艰巨的, 繁重的",13976,15400
nemesis,12143,0.00006491,ecdict_education,gre,gre,"n. 复仇女神, 给与惩罚的人, 天罚, 报应",24549,15405
institutionalized,12144,0.00006491,ecdict_education,gre,gre,a. 使成惯例的；有组织的；遭受收容机构所产生的不良影响的,22223,15406
transplantation,12145,0.00006487,ecdict_education,gre,gre,"n. 移植, 移民, 移植术\n[医] 移植术",17665,15416
precocious,12146,0.00006486,ecdict_education,gre,gre,"a. 早熟的, 像大人的\n[医] 早熟的",19095,15417
awning,12147,0.00006485,ecdict_education,gre,gre,"n. 遮篷, 雨篷",21030,15420
sleazy,12148,0.00006484,ecdict_education,gre,gre,"a. 质地薄的, 没有内容的, 低级庸俗的",22150,15423
insatiable,12149,0.00006483,ecdict_education,gre,gre,"a. 不知足的, 贪求无厌的\n[医] 不能满足的, 不饱的",14843,15425
bottleneck,12150,0.00006481,ecdict_education,gre,gre,"n. 瓶颈\n[经] 瓶颈, 增产障碍",19722,15429
broach,12151,0.00006481,ecdict_education,gre,gre,"n. 烧肉叉, 凿子, 钻头\nvt. 用凿子修琢(石块), 钻孔\nvi. 露出水面",14673,15430
lance,12152,0.00006479,ecdict_education,gre,gre,"n. 长矛, 柳叶刀, 执矛战士\nvt. 以长矛攻击, 冲进\nvi. 急进",11513,15435
schematic,12153,0.00006479,ecdict_education,gre,gre,"a. 概要的, 图解的, 略图的\nn. 图表",16267,15435
justifiable,12154,0.00006477,ecdict_education,gre,gre,"a. 可辩解的, 可证明的, 有理的\n[法] 正当的, 不可非议的, 可办明的",11419,15440
retiring,12155,0.00006475,ecdict_education,gre,gre,"a. 行将隐退的, 行将退休的, 就寝的",11443,15443
unscathed,12156,0.00006472,ecdict_education,gre,gre,"a. 没有受伤的, 未受损伤的",13912,15451
relent,12157,0.00006471,ecdict_education,gre,gre,"vi. 变宽厚, 变温和, 动怜悯之心",18525,15454
blockage,12158,0.00006470,ecdict_education,gre,gre,"n. 封锁, 妨碍\n[化] 堵塞",15240,15456
musty,12159,0.00006470,ecdict_education,gre,gre,"a. 发霉的, 霉臭的, 落伍的",21016,15457
cynic,12160,0.00006467,ecdict_education,gre,gre,"n. 犬儒学派的人, 玩世不恭的人, 愤世嫉俗者, 好挖苦人的人\na. 犬儒学派的",13920,15462
unsettling,12161,0.00006466,ecdict_education,gre,gre,"a. 扰乱的, 使人不安的",22748,15466
babble,12162,0.00006462,ecdict_education,gre,gre,"vi. 牙牙学语, 喋喋不休\nvt. 唠叨, 吐露\nn. 儿语, 胡言乱语, 嘈杂声\n[计] 串音",21453,15475
usurp,12163,0.00006457,ecdict_education,gre,gre,"vt. 篡夺, 侵占, 夺取\nvi. 篡夺, 侵占",14267,15488
bemused,12164,0.00006451,ecdict_education,gre,gre,"a. 困惑的, 发呆的",11577,15501
regent,12165,0.00006449,ecdict_education,gre,gre,"n. 摄政者, 摄政王\na. 摄政的",8876,15506
proffer,12166,0.00006447,ecdict_education,gre,gre,"vt. 提供, 贡献, 提议\nn. 提供, 提议",14641,15510
furor,12167,0.00006442,ecdict_education,gre,gre,"n. 喧闹, 激怒, 感动, 狂热\n[医] 狂乱, 狂暴, 狂怒",,15523
headway,12168,0.00006441,ecdict_education,gre,gre,"n. 前进, 航行速度, 进展\n[经] 进尺, 钻井",11731,15526
voluminous,12169,0.00006435,ecdict_education,gre,gre,"a. 卷数多的, 大部头的, 著书多的, 长篇的, 庞大的, 很多的, 盘绕的",18538,15539
ballerina,12170,0.00006434,ecdict_education,gre,gre,n. 芭蕾舞女演员,21336,15542
embroil,12171,0.00006432,ecdict_education,gre,gre,"vt. 使卷入, 牵连",14533,15548
montage,12172,0.00006431,ecdict_education,gre,gre,"n. 混合画, 画面剪辑, 蒙太奇",25648,15549
reciprocate,12173,0.00006429,ecdict_education,gre,gre,"vt. 回报, 互换, 交换, 报答, 使往复运动\nvi. 往复运动, 回报, 互换, 酬答",14473,15555
iodine,12174,0.00006425,ecdict_education,gre,gre,"n. 碘, 碘酒\n[化] 碘I-2",22029,15564
homogeneity,12175,0.00006424,ecdict_education,gre,gre,"n. 同种, 同质, 齐性\n[医] 同种性, 纯一性, 同质性, 均匀性",16385,15566
scathing,12176,0.00006418,ecdict_education,gre,gre,"a. 伤害的, 损伤的, 严厉的",13730,15580
standstill,12177,0.00006418,ecdict_education,gre,gre,"n. 停止, 停顿\n[医] 停顿",11241,15581
lopsided,12178,0.00006416,ecdict_education,gre,gre,"a. 倾向一方的, 不平衡的",32640,15586
insignia,12179,0.00006414,ecdict_education,gre,gre,"n. 勋章, 徽章\n[法] 勋章, 徽章, 荣誉",12151,15592
appendage,12180,0.00006411,ecdict_education,gre,gre,"n. 附加物, 附器\n[医] 附件, 附器",20262,15598
morsel,12181,0.00006411,ecdict_education,gre,gre,"n. 一口, 少量, 小片",15533,15599
stymie,12182,0.00006403,ecdict_education,gre,gre,"n. (喻)困难的境地\nvt. 使(球)处于困难的位置, 使为难, 使处困境, 妨碍, 阻挠, 阻碍",,15618
croon,12183,0.00006402,ecdict_education,gre,gre,"v. 低声歌唱, 低唱, 低吟\nn. 低唱, 低吟, 轻哼",22173,15619
hubris,12184,0.00006401,ecdict_education,gre,gre,"n. 傲慢, 狂妄野心",25310,15622
nymph,12185,0.00006400,ecdict_education,gre,gre,"n. 居于山林水泽的仙女, 蛹, 美丽的少女\n[医] 稚虫, 若虫, 蝻",15733,15624
hypocrite,12186,0.00006399,ecdict_education,gre,gre,"n. 伪君子, 伪善者",16479,15627
backwater,12187,0.00006399,ecdict_education,gre,gre,"n. 死水, 滞水, 停滞, 回水",19038,15628
bewildering,12188,0.00006388,ecdict_education,gre,gre,"a. 令人困惑的, 使人昏乱的",11248,15654
sapling,12189,0.00006382,ecdict_education,gre,gre,"n. 树苗, 小树",21214,15669
archetype,12190,0.00006381,ecdict_education,gre,gre,n. 原型,21346,15672
leeway,12191,0.00006365,ecdict_education,gre,gre,"n. 风压差, 风压角, 可容许的误差, 余地",19486,15712
dissection,12192,0.00006364,ecdict_education,gre,gre,"n. 解剖, 切开\n[化] 解剖",21746,15713
sampler,12193,0.00006361,ecdict_education,gre,gre,"n. 样品检验员, 刺绣样品\n[化] 取样器; 进样器",21737,15720
pantheon,12194,0.00006358,ecdict_education,gre,gre,"n. 众神庙, 万神殿, 罗马万神殿",21536,15727
altruistic,12195,0.00006355,ecdict_education,gre,gre,"a. 利他的, 无私心的",18809,15735
canine,12196,0.00006355,ecdict_education,gre,gre,"n. 犬齿, 犬\na. 犬的, 似犬的, 犬科的",16247,15736
jigsaw,12197,0.00006354,ecdict_education,gre,gre,n. 线锯\nvt. 用线锯锯,11215,15739
amorphous,12198,0.00006353,ecdict_education,gre,gre,"a. 无定形的, 无组织的\n[化] 非晶形的; 无定形的",16003,15741
ire,12199,0.00006352,ecdict_education,gre,gre,n. 忿怒\n[电] 美国无线电工程师学会,22999,15744
revulsion,12200,0.00006346,ecdict_education,gre,gre,"n. 剧变, 厌恶, 强烈反感\n[医] 诱导法",13955,15759
frond,12201,0.00006342,ecdict_education,gre,gre,"n. 叶, 植物体\n[医] 叶(指蕨类、棕榈类、苏铁类)",21289,15768
shelve,12202,0.00006340,ecdict_education,gre,gre,"vt. 放置架子上, 搁置\nvi. 渐渐倾斜",13808,15772
epitome,12203,0.00006339,ecdict_education,gre,gre,"n. 概要, 缩影, 象征",14423,15775
acuity,12204,0.00006337,ecdict_education,gre,gre,"n. 尖锐, (疾病的)剧烈, 敏锐\n[化] 锐度; 分辨能力",27913,15780
paltry,12205,0.00006334,ecdict_education,gre,gre,"a. 不足取的, 琐碎的, 可鄙的",18913,15789
permanence,12206,0.00006333,ecdict_education,gre,gre,"n. 永久, 持久, 固定性\n[法] 永久性, 持久性",14823,15791
fleece,12207,0.00006332,ecdict_education,gre,gre,"n. 羊毛, 羊毛制的覆盖物\nvt. 剪下羊毛, 诈取",16366,15794
riveting,12208,0.00006330,ecdict_education,gre,gre,"a. 非常有趣的, 引人注目的\n[机] 铆接",20513,15797
encapsulate,12209,0.00006322,ecdict_education,gre,gre,"vt. 装入胶囊, 封进内部, 压缩\nvi. 做成胶囊",11424,15818
cougar,12210,0.00006321,ecdict_education,gre,gre,n. 美洲狮,,15820
puny,12211,0.00006320,ecdict_education,gre,gre,"a. 微小的, 弱小的, 微不足道的",19445,15824
projectile,12212,0.00006319,ecdict_education,gre,gre,"n. 发射体, 抛射物\na. 发射的, 投射的",25237,15825
unassuming,12213,0.00006314,ecdict_education,gre,gre,"a. 谦逊的, 不装腔作势的",18906,15838
masquerade,12214,0.00006309,ecdict_education,gre,gre,"n. 化装舞会, 伪装\nvi. 参加化装舞会, 伪装, 假装",18650,15851
shambles,12215,0.00006306,ecdict_education,gre,gre,"n. 肉店, 屠宰场, 混乱, 废墟",14494,15858
smudge,12216,0.00006304,ecdict_education,gre,gre,"n. 污点, 脏污, 熏烟\nvt. 弄脏, 使模糊, 用浓烟熏\nvi. 被弄脏",20510,15864
impressed,12217,0.00006297,ecdict_education,gre,gre,a. 外加的；印象深刻的；了不起的；受感动的,4077,15881
bile,12218,0.00006296,ecdict_education,gre,gre,"n. 胆汁, 坏脾气, 暴躁\n[医] 胆汁",5224,15883
inconsequential,12219,0.00006296,ecdict_education,gre,gre,"a. 不合逻辑的, 不合理的, 不重要的",19452,15884
reconstitute,12220,0.00006290,ecdict_education,gre,gre,"vt. 重新组成, 重新设立\n[法] 重新构成, 重新组成, 重新设立",15147,15898
feisty,12221,0.00006287,ecdict_education,gre,gre,"a. 激动的, 活跃的, 好争吵的, 坐立不安的",37845,15906
endearing,12222,0.00006286,ecdict_education,gre,gre,"a. 引起爱情的, 令人钟爱的, 可爱的",19104,15909
char,12223,0.00006281,ecdict_education,gre,gre,"n. 家庭杂务, 炭\nvi. 打杂, 烧焦",19315,15921
ail,12224,0.00006280,ecdict_education,gre,gre,"vt. 使苦恼\nvi. 生病, 处境困难\n[计] 数组互联逻辑",21560,15923
fatten,12225,0.00006277,ecdict_education,gre,gre,vi. 养肥\nvt. 使肥胖,15231,15932
boisterous,12226,0.00006272,ecdict_education,gre,gre,"a. 猛烈的, 喧闹的, 狂暴的",18932,15945
feral,12227,0.00006269,ecdict_education,gre,gre,"a. 野生的, 凶猛的, 野兽的\n[医] 凶猛的, 野生的",22642,15951
roil,12228,0.00006265,ecdict_education,gre,gre,"vt. 搅浑, 使焦急",,15962
pernicious,12229,0.00006264,ecdict_education,gre,gre,"a. 有害的, 致命的, 恶劣的, 险恶的\n[医] 恶性的",15230,15964
sketchy,12230,0.00006262,ecdict_education,gre,gre,"a. 概略的, 草草完成的",18617,15969
studied,12231,0.00006261,ecdict_education,gre,gre,"a. 有计划的, 慎重的",19220,15971
plod,12232,0.00006260,ecdict_education,gre,gre,"n. 沉重的步伐, 辛勤工作\nvi. 沉重地走, 辛勤工作, 孜孜从事\nvt. 沉重缓慢地走",14662,15975
scab,12233,0.00006259,ecdict_education,gre,gre,"n. 痂, 恶棍, 工贼\nvi. 结痂, 当工贼",20875,15977
throwback,12234,0.00006259,ecdict_education,gre,gre,"n. 掷回, 挫折, 阻止\n[医] 返祖者, 隔代遗传者",22673,15978
purported,12235,0.00006254,ecdict_education,gre,gre,a. 传说的,22051,15990
enshrine,12236,0.00006253,ecdict_education,gre,gre,"vt. 入庙祀奉, 铭记",10050,15992
flak,12237,0.00006250,ecdict_education,gre,gre,"n. 高射炮, 对空炮火, 广告, 宣传",16602,16001
lexicon,12238,0.00006248,ecdict_education,gre,gre,"n. 词汇, 词典, 辞典\n[计] 辞典",8329,16005
molding,12239,0.00006247,ecdict_education,gre,gre,"n. 模制, 铸造物, 模制件, 浇铸\n[化] 模塑; 模压",,16008
promenade,12240,0.00006246,ecdict_education,gre,gre,"n. 散步, 骑马, 舞会\nvi. 漫步, 兜风\nvt. 在...散步",10370,16011
twinge,12241,0.00006242,ecdict_education,gre,gre,"n. 一阵一阵痛, 刺痛, 剧痛\nvt. 使一阵一阵痛, 使刺痛",20779,16020
extrinsic,12242,0.00006241,ecdict_education,gre,gre,"a. 外在的, 外来的, 非国有的, 外表的\n[医] 外部的, 体外的",24686,16022
recuperate,12243,0.00006240,ecdict_education,gre,gre,"vt. 恢复, 使复原, 使恢复健康, 使恢复精神\nvi. 复原, 恢复健康, 挽回损失",18895,16025
whirlpool,12244,0.00006235,ecdict_education,gre,gre,"n. 漩涡, 涡流\n[化] 涡流",15638,16038
insurrection,12245,0.00006233,ecdict_education,gre,gre,"n. 起义, 暴动, 反抗\n[法] 起义, 叛乱, 暴动",15574,16043
laity,12246,0.00006222,ecdict_education,gre,gre,"n. 俗人, 外行\n[医] 外行[人]",13164,16071
assent,12247,0.00006222,ecdict_education,gre,gre,n. 赞成\nvi. 同意,9760,16073
foreclose,12248,0.00006217,ecdict_education,gre,gre,"vt. 阻止, 排除, 预先处理, 取消抵押品赎回权\nvi. 取消抵押品赎回权",32624,16084
snare,12249,0.00006210,ecdict_education,gre,gre,"n. 陷阱, 诱惑, 圈套\nvt. 以陷阱捕获, 诱惑",19167,16103
rescind,12250,0.00006206,ecdict_education,gre,gre,"vt. 废止, 使无效, 取消, 撤消, 解除\n[经] 取消, 废除",15214,16113
expiration,12251,0.00006204,ecdict_education,gre,gre,"n. 终止, 满期, 呼出, 呼气\n[医] 呼[气], 断气, 死亡",27079,16118
indeterminate,12252,0.00006200,ecdict_education,gre,gre,"a. 不明确的, 不确定的, 含混的\n[法] 不明确的, 无定期的, 不确定的",15116,16129
motley,12253,0.00006197,ecdict_education,gre,gre,"a. 杂色的, 穿杂色衣的, 杂乱的, 混杂的\nn. 杂色, 杂色衣服, 混杂, 小丑",18743,16138
bereft,12254,0.00006196,ecdict_education,gre,gre,"a. 缺少的, 丧失的, 失去亲人的\nbereave的过去式和过去分词",14655,16140
bequeath,12255,0.00006194,ecdict_education,gre,gre,"vt. 遗赠, 遗留\n[法] 遗赠, 遗留...给",14409,16145
illusory,12256,0.00006193,ecdict_education,gre,gre,"a. 产生幻觉的, 幻影的, 错觉的\n[法] 因错觉产生的, 虚幻的",13935,16148
taxing,12257,0.00006192,ecdict_education,gre,gre,"a. 繁重的, 费力的\n[法] 征税的, 评定的负担颇重的",14528,16151
eucalyptus,12258,0.00006191,ecdict_education,gre,gre,n. 桉(树)属植物\n[化] 桉属,33582,16153
sordid,12259,0.00006178,ecdict_education,gre,gre,"a. 肮脏的, 贪婪的, 卑鄙的, 恶劣的, 暗淡的\n[医] 污色的",14240,16187
eviction,12260,0.00006177,ecdict_education,gre,gre,"n. 逐出, 赶出\n[法] 收回财产, 收回租地, 没收",12619,16190
harbinger,12261,0.00006176,ecdict_education,gre,gre,"n. 通告者, 预告者, 先驱, 预兆\nvt. 预告, 充做...的前驱",20456,16191
patronize,12262,0.00006173,ecdict_education,gre,gre,"vt. 保护, 支援, 赞助, 庇护, 惠顾",19974,16199
banal,12263,0.00006169,ecdict_education,gre,gre,"a. 平凡的, 陈腐的",15021,16209
stigmatize,12264,0.00006164,ecdict_education,gre,gre,"vt. 打烙印, 诬蔑",37471,16222
jaded,12265,0.00006164,ecdict_education,gre,gre,"a. 疲倦不堪的, 厌倦的",19230,16224
vindication,12266,0.00006163,ecdict_education,gre,gre,"n. 辩护, 证明无辜, 辩明\n[法] 辩明, 辩白, 辩护",19642,16226
falsify,12267,0.00006157,ecdict_education,gre,gre,"vt. 伪造, 歪曲\nvi. 说谎",15622,16242
affront,12268,0.00006156,ecdict_education,gre,gre,"n. 公开侮辱, 轻蔑\nvt. 公开侮辱, 冒犯, 面对",13922,16245
lubricant,12269,0.00006154,ecdict_education,gre,gre,"a. 润滑的\nn. 润滑物, 润滑油, 润滑剂",21094,16249
rabid,12270,0.00006147,ecdict_education,gre,gre,"a. 猛烈的, 热烈的, 急进的, 狂怒的, 偏激的, 疯狂的\n[医] 狂犬病的, 咬病的",22403,16269
skiff,12271,0.00006146,ecdict_education,gre,gre,"n. 小艇, 轻舟, 小型帆船",36342,16271
settled,12272,0.00006145,ecdict_education,gre,gre,"a. 固定的, 决定的, 持续的, 难以消除的\n[经] 付讫的, 固定的, 结过帐的",11281,16274
buttress,12273,0.00006144,ecdict_education,gre,gre,"n. 拱壁, 扶壁, 支持物\nvt. 支持, 以扶壁支撑",16474,16275
cacophony,12274,0.00006144,ecdict_education,gre,gre,"n. 不愉快的音调, 不协和音, 杂音",20572,16277
virtuoso,12275,0.00006139,ecdict_education,gre,gre,n. 艺术品鉴赏家,16068,16288
mutate,12276,0.00006139,ecdict_education,gre,gre,"vi. 变化, 产生变异, 变化元音\nvt. 使变异",21470,16289
earshot,12277,0.00006134,ecdict_education,gre,gre,"n. 听力所及之范围, 可听距离",19880,16303
stoic,12278,0.00006129,ecdict_education,gre,gre,"a. 斯多葛派的, 禁欲主义的, 不以苦乐为意的, 坚忍的, 淡泊的\nn. 斯多葛派学者, 画廊派的人, 禁欲主义者, 不介意苦乐的人, 高度自制的人",33160,16316
